['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.15', '28.61', '999.80', '10063']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.15', '28.61', '999.80', '10063']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.15', '28.61', '999.80', '10063']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.15', '28.61', '999.80', '10063']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.15', '28.61', '999.80', '10063']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10064']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10065']
['0.00', '0.000000', '0.000000', '46.26', '28.04', '89.58', '27.14', '28.61', '999.79', '10065']
