['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678535', '25.263241', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1847']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
['0.00', '54.678539', '25.263237', '35.41', '88.94', '52.69', '27.83', '27.87', '998.39', '1848']
