['0.00', '0.000000', '0.000000', '47.92', '34.18', '89.25', '22.96', '39.88', '997.46', '936']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '975']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.87', '43.22', '89.31', '23.01', '40.14', '997.44', '976']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
['0.00', '0.000000', '0.000000', '41.88', '43.24', '89.29', '22.98', '40.14', '997.42', '977']
