['0.00', '0.000000', '0.000000', '44.17', '81.79', '101.53', '26.47', '29.69', '999.61', '4292']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4307']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.50', '29.71', '999.71', '4308']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4309']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.52', '29.73', '999.69', '4310']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4311']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4312']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.53', '26.21', '29.71', '999.22', '4313']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4314']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4315']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
['0.00', '0.000000', '0.000000', '44.18', '81.79', '101.51', '26.24', '29.62', '999.24', '4316']
