['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '88']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.54', '1004.40', '129.86', '90']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '91']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.86', '34.52', '1004.33', '130.38', '92']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '93']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '94']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.57', '34.49', '1003.93', '133.79', '95']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '96']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.54', '1004.42', '129.69', '97']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '98']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '99']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.87', '34.50', '1004.34', '130.36', '100']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '101']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.51', '1004.39', '129.88', '102']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '103']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
['0.00', '0.000000', '0.000000', '115.91', '69.25', '90.58', '25.91', '34.54', '1004.35', '130.22', '104']
