['5.31', '54.678249', '25.263285', '87.12', '78.48', '110.10', '26.32', '34.45', '991.51', '2121']
['5.31', '54.678246', '25.263285', '87.12', '78.48', '110.10', '26.32', '34.45', '991.55', '2122']
['5.31', '54.678246', '25.263285', '87.12', '78.48', '110.10', '26.32', '34.45', '991.55', '2122']
['5.31', '54.678246', '25.263285', '87.12', '78.48', '110.10', '26.32', '34.45', '991.55', '2123']
['5.31', '54.678246', '25.263285', '87.12', '78.48', '110.10', '26.32', '34.45', '991.55', '2124']
['5.31', '54.678246', '25.263285', '87.12', '78.48', '110.10', '26.32', '34.45', '991.55', '2124']
['5.31', '54.678246', '25.263285', '87.12', '78.48', '110.10', '26.67', '34.44', '992.07', '2125']
['5.31', '54.678246', '25.263285', '87.12', '78.48', '110.10', '26.67', '34.44', '992.07', '2125']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.67', '34.44', '992.07', '2126']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.67', '34.44', '992.07', '2126']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.46', '992.11', '2127']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.46', '992.11', '2128']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.46', '992.11', '2128']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.46', '992.11', '2129']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.43', '992.11', '2130']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.43', '992.11', '2130']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.43', '992.11', '2131']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.71', '34.43', '992.11', '2131']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.28', '34.43', '991.50', '2132']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.28', '34.43', '991.50', '2132']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.28', '34.43', '991.50', '2133']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.28', '34.43', '991.50', '2134']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.28', '34.43', '991.50', '2134']
['5.31', '54.678242', '25.263287', '87.12', '78.48', '110.10', '26.66', '34.42', '992.11', '2135']
['5.31', '54.678238', '25.263288', '87.12', '78.48', '110.10', '26.66', '34.42', '992.11', '2136']
['5.31', '54.678238', '25.263288', '87.12', '78.48', '110.10', '26.66', '34.42', '992.11', '2136']
['5.31', '54.678238', '25.263288', '87.12', '78.48', '110.10', '26.66', '34.42', '992.11', '2137']
['5.31', '54.678238', '25.263288', '87.12', '78.48', '110.10', '26.66', '34.42', '992.11', '2137']
['5.31', '54.678238', '25.263288', '87.12', '78.48', '110.10', '26.66', '34.44', '992.03', '2138']
['5.31', '54.678234', '25.263288', '87.12', '78.48', '110.10', '26.66', '34.44', '992.03', '2139']
['5.31', '54.678234', '25.263288', '87.12', '78.48', '110.10', '26.66', '34.44', '992.03', '2139']
['5.31', '54.678234', '25.263290', '87.12', '78.48', '110.10', '26.63', '34.38', '991.98', '2140']
['5.31', '54.678234', '25.263290', '87.12', '78.48', '110.10', '26.63', '34.38', '991.98', '2140']
['5.31', '54.678234', '25.263290', '87.12', '78.48', '110.10', '26.63', '34.38', '991.98', '2141']
['5.31', '54.678234', '25.263290', '87.12', '78.48', '110.10', '26.63', '34.38', '991.98', '2142']
['5.31', '54.678234', '25.263290', '87.12', '78.48', '110.10', '26.63', '34.38', '991.98', '2142']
['5.31', '54.678234', '25.263290', '87.12', '78.48', '110.10', '26.71', '34.45', '992.11', '2143']
['5.31', '54.678226', '25.263292', '87.12', '78.48', '110.10', '26.71', '34.45', '992.11', '2144']
['5.31', '54.678226', '25.263292', '87.12', '78.48', '110.10', '26.71', '34.45', '992.11', '2144']
['5.31', '54.678226', '25.263294', '87.12', '78.48', '110.10', '26.67', '34.45', '992.12', '2145']
['5.31', '54.678226', '25.263294', '87.12', '78.48', '110.10', '26.67', '34.45', '992.12', '2145']
['5.31', '54.678226', '25.263294', '87.12', '78.48', '110.10', '26.67', '34.45', '992.12', '2146']
['5.31', '54.678223', '25.263294', '87.12', '78.48', '110.10', '26.67', '34.45', '992.12', '2147']
['5.31', '54.678223', '25.263294', '87.12', '78.48', '110.10', '26.67', '34.45', '992.12', '2147']
['5.31', '54.678219', '25.263296', '87.12', '78.48', '110.10', '26.66', '34.45', '992.15', '2148']
['5.31', '54.678219', '25.263296', '87.12', '78.48', '110.10', '26.66', '34.45', '992.15', '2148']
['5.31', '54.678219', '25.263296', '87.12', '78.48', '110.10', '26.66', '34.45', '992.15', '2149']
['5.31', '54.678219', '25.263296', '87.12', '78.48', '110.10', '26.66', '34.45', '992.15', '2149']
['5.31', '54.678219', '25.263296', '87.12', '78.48', '110.10', '26.66', '34.45', '992.15', '2149']
['5.31', '54.678219', '25.263298', '87.12', '78.48', '110.10', '26.67', '34.46', '992.08', '2151']
['5.31', '54.678219', '25.263298', '87.12', '78.48', '110.10', '26.67', '34.46', '992.08', '2152']
['5.31', '54.678219', '25.263298', '87.12', '78.48', '110.10', '26.67', '34.46', '992.08', '2152']
['5.31', '54.678219', '25.263298', '87.12', '78.48', '110.10', '26.71', '34.48', '992.13', '2153']
['5.31', '54.678219', '25.263298', '87.12', '78.48', '110.10', '26.71', '34.48', '992.13', '2153']
['5.31', '54.678219', '25.263298', '87.12', '78.48', '110.10', '26.71', '34.48', '992.13', '2154']
