['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40894']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40895']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.37', '86.83', '78.02', '27.67', '28.32', '998.74', '40896']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40897']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40898']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.76', '28.25', '998.88', '40899']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.96', '28.29', '999.15', '40900']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.96', '28.29', '999.15', '40900']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.96', '28.29', '999.15', '40900']
['0.00', '54.678501', '25.263569', '45.41', '86.83', '78.02', '27.96', '28.29', '999.15', '40900']
