['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40701']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.89', '80.04', '87.42', '27.97', '28.00', '999.13', '40702']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40703']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
['0.00', '54.678696', '25.264492', '53.91', '80.06', '87.47', '27.76', '28.00', '998.79', '40704']
