['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20373']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20373']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20373']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20373']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20374']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.33', '54.98', '90.44', '28.72', '26.65', '999.68', '20375']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20376']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20377']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.32', '54.73', '90.42', '28.87', '26.56', '999.90', '20378']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20379']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
['0.00', '0.000000', '0.000000', '47.29', '54.74', '90.42', '28.89', '26.61', '999.95', '20380']
