['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.42', '26.82', '996.41', '229.83', '5.78', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
['0.00', '54.677987', '25.263488', '41.31', '-16.55', '66.28', '30.43', '26.90', '996.43', '229.62', '5.57', '0.00', '0.00']
