['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.87', '28.91', '998.49', '4115']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4116']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.83', '29.00', '998.43', '4117']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4118']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678646', '25.262949', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4119']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678642', '25.262955', '56.15', '86.89', '78.63', '27.81', '28.88', '998.33', '4120']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4121']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4122']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678638', '25.262957', '56.15', '86.89', '78.63', '27.87', '28.84', '998.44', '4123']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4124']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.87', '28.81', '998.41', '4125']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.81', '28.76', '998.39', '4126']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.81', '28.76', '998.39', '4126']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.81', '28.76', '998.39', '4126']
['0.00', '54.678635', '25.262959', '56.15', '86.89', '78.63', '27.81', '28.76', '998.39', '4126']
